source_id,bar,onset_beats,duration_beats,source_staff,source_voice,source_midi,destination,sounding_midi,octave_shift,added_doubling,tie_chain
m28-n20-436,28,0.5,0.5,1,1,67,V1,67,0,False,m28-n20-436
m28-n20-437,28,1.5,0.5,1,1,59,VA,59,0,False,m28-n20-437
m28-n20-438,28,1.5,0.5,1,1,64,V2,64,0,False,m28-n20-438
m28-n20-439,28,1.5,0.5,1,1,67,V1,67,0,False,m28-n20-439
m28-n20-440,28,2.5,0.5,1,1,59,VA,59,0,False,m28-n20-440
m28-n20-441,28,2.5,0.5,1,1,64,V2,64,0,False,m28-n20-441
m28-n20-442,28,2.5,0.5,1,1,67,V1,67,0,False,m28-n20-442
m28-n20-443,28,0.0,2.0,2,5,52,VC,52,0,False,m27-n24-427
m28-n20-444,28,0.0,2.0,2,5,55,VA,55,0,False,m27-n24-428
m28-n20-445,28,0.0,2.0,2,5,59,VA,59,0,False,m27-n24-429
m29-n24-446,29,0.0,3.0,1,1,74,VA,74,0,False,m29-n24-446
m29-n24-447,29,0.0,3.0,1,1,81,V2,81,0,False,m29-n24-447
m29-n24-448,29,0.0,3.0,1,1,86,V1,86,0,False,m29-n24-448
m29-n24-449,29,3.0,0.5,1,1,76,VA,76,0,False,m29-n24-449
m29-n24-450,29,3.0,0.5,1,1,83,V2,83,0,False,m29-n24-450
m29-n24-451,29,3.0,0.5,1,1,88,V1,88,0,False,m29-n24-451
m29-n24-452,29,3.5,0.5,1,1,64,VA,64,0,False,m29-n24-452
m29-n24-453,29,3.5,0.5,1,1,67,VA,67,0,False,m29-n24-453
m29-n24-454,29,3.5,0.5,1,1,71,V2,71,0,False,m29-n24-454
m29-n24-455,29,3.5,0.5,1,1,76,V1,76,0,False,m29-n24-455
m29-n24-456,29,0.0,1.0,2,5,38,VC,38,0,False,m29-n24-456
m29-n24-457,29,0.0,1.0,2,5,42,VC,42,0,False,m29-n24-457
m29-n24-458,29,0.0,1.0,2,5,45,VC,45,0,False,m29-n24-458
m29-n24-459,29,2.0,0.5,2,5,50,VC,50,0,False,m29-n24-459
m29-n24-460,29,2.0,0.5,2,5,62,V2,62,0,False,m29-n24-460
m29-n24-461,29,2.5,0.5,2,5,50,VC,50,0,False,m29-n24-461
m29-n24-462,29,2.5,0.5,2,5,62,V2,62,0,False,m29-n24-462
m29-n24-463,29,3.0,0.5,2,5,52,VC,52,0,False,m29-n24-463
m29-n24-464,29,3.0,0.5,2,5,59,VA,59,0,False,m29-n24-464
m29-n24-465,29,3.0,0.5,2,5,64,V2,64,0,False,m29-n24-465
m29-n24-466,29,3.5,0.5,2,5,55,VC,55,0,False,m29-n24-466
m29-n24-467,29,3.5,0.5,2,5,62,VA,62,0,False,m29-n24-467
m29-n24-468,29,3.5,0.5,2,5,67,V2,67,0,False,m29-n24-468
m30-n12-469,30,0.0,4.0,1,1,64,VA,64,0,False,m29-n24-452
m30-n12-470,30,0.0,4.0,1,1,67,VA,67,0,False,m29-n24-453
m30-n12-471,30,0.0,4.0,1,1,71,V2,71,0,False,m29-n24-454
m30-n12-472,30,0.0,4.0,1,1,76,V1,76,0,False,m29-n24-455
m30-n12-473,30,0.0,0.5,2,5,55,VC,55,0,False,m29-n24-466
m30-n12-474,30,0.0,0.5,2,5,62,VA,62,0,False,m29-n24-467
m30-n12-475,30,0.0,0.5,2,5,67,V2,67,0,False,m29-n24-468
m30-n12-476,30,0.5,1.5,2,5,52,VC,52,0,False,m30-n12-476
m30-n12-477,30,0.5,1.5,2,5,55,VA,55,0,False,m30-n12-477
m30-n12-478,30,0.5,1.5,2,5,59,VA,59,0,False,m30-n12-478
m30-n12-479,30,0.5,1.5,2,5,64,V2,64,0,False,m30-n12-479
m31-n24-480,31,0.0,3.0,1,1,74,VA,74,0,False,m31-n24-480
m31-n24-481,31,0.0,3.0,1,1,81,V2,81,0,False,m31-n24-481
m31-n24-482,31,0.0,3.0,1,1,86,V1,86,0,False,m31-n24-482
m31-n24-483,31,3.0,0.5,1,1,76,VA,76,0,False,m31-n24-483
m31-n24-484,31,3.0,0.5,1,1,79,VA,79,0,False,m31-n24-484
m31-n24-485,31,3.0,0.5,1,1,83,V2,83,0,False,m31-n24-485
m31-n24-486,31,3.0,0.5,1,1,88,V1,88,0,False,m31-n24-486
m31-n24-487,31,3.5,0.5,1,1,64,VA,64,0,False,m31-n24-487
m31-n24-488,31,3.5,0.5,1,1,67,VA,67,0,False,m31-n24-488
m31-n24-489,31,3.5,0.5,1,1,71,V2,71,0,False,m31-n24-489
m31-n24-490,31,3.5,0.5,1,1,76,V1,76,0,False,m31-n24-490
m31-n24-491,31,0.0,1.0,2,5,38,VC,38,0,False,m31-n24-491
m31-n24-492,31,0.0,1.0,2,5,42,VC,42,0,False,m31-n24-492
m31-n24-493,31,0.0,1.0,2,5,45,VC,45,0,False,m31-n24-493
m31-n24-494,31,2.0,0.5,2,5,50,VC,50,0,False,m31-n24-494
m31-n24-495,31,2.0,0.5,2,5,62,V2,62,0,False,m31-n24-495
m31-n24-496,31,2.5,0.5,2,5,52,VC,52,0,False,m31-n24-496
m31-n24-497,31,2.5,0.5,2,5,64,V2,64,0,False,m31-n24-497
m31-n24-498,31,3.0,0.5,2,5,55,VC,55,0,False,m31-n24-498
m31-n24-499,31,3.0,0.5,2,5,67,V2,67,0,False,m31-n24-499
m31-n24-500,31,3.5,0.5,2,5,52,VC,52,0,False,m31-n24-500
m31-n24-501,31,3.5,0.5,2,5,55,VA,55,0,False,m31-n24-501
m31-n24-502,31,3.5,0.5,2,5,59,VA,59,0,False,m31-n24-502
m32-n18-503,32,0.0,0.5,1,1,64,VA,64,0,False,m31-n24-487
m32-n18-504,32,0.0,0.5,1,1,67,VA,67,0,False,m31-n24-488
m32-n18-505,32,0.0,0.5,1,1,71,V2,71,0,False,m31-n24-489
m32-n18-506,32,0.0,0.5,1,1,76,V1,76,0,False,m31-n24-490
m32-n18-507,32,0.5,0.5,1,1,59,VA,59,0,False,m32-n18-507
m32-n18-508,32,0.5,0.5,1,1,64,V2,64,0,False,m32-n18-508
m32-n18-509,32,0.5,0.5,1,1,67,V1,67,0,False,m32-n18-509
m32-n18-510,32,1.5,0.5,1,1,59,VA,59,0,False,m32-n18-510
m32-n18-511,32,1.5,0.5,1,1,64,V2,64,0,False,m32-n18-511
m32-n18-512,32,1.5,0.5,1,1,67,V1,67,0,False,m32-n18-512
m32-n18-513,32,3.0,0.5,1,1,62,V1,62,0,False,m32-n18-513
m32-n18-514,32,3.5,0.5,1,1,62,V1,62,0,False,m32-n18-514
m32-n18-515,32,0.0,2.0,2,5,52,VC,52,0,False,m31-n24-500
m32-n18-516,32,0.0,2.0,2,5,55,VA,55,0,False,m31-n24-501
m32-n18-517,32,0.0,2.0,2,5,59,VA,59,0,False,m31-n24-502
m33-n19-518,33,0.0,3.0,1,1,78,VA,78,0,False,m33-n19-518
m33-n19-519,33,0.0,3.0,1,1,81,V2,81,0,False,m33-n19-519
m33-n19-520,33,0.0,3.0,1,1,90,V1,90,0,False,m33-n19-520
m33-n19-521,33,3.0,0.5,1,1,79,V2,79,0,False,m33-n19-521
m33-n19-522,33,3.0,0.5,1,1,91,V1,91,0,False,m33-n19-522
m33-n19-523,33,3.5,0.5,1,1,76,V2,76,0,False,m33-n19-523
m33-n19-524,33,3.5,0.5,1,1,88,V1,88,0,False,m33-n19-524
m33-n19-525,33,0.0,0.5,2,5,71,VA,71,0,False,m33-n19-525
m33-n19-526,33,0.0,0.5,2,5,74,V2,74,0,False,m33-n19-526
m33-n19-527,33,0.5,0.5,2,5,71,VA,71,0,False,m33-n19-527
m33-n19-528,33,0.5,0.5,2,5,74,V2,74,0,False,m33-n19-528
m33-n19-529,33,1.0,0.5,2,5,71,VA,71,0,False,m33-n19-529
m33-n19-530,33,1.0,0.5,2,5,74,V2,74,0,False,m33-n19-530
m33-n19-531,33,1.5,0.5,2,5,71,VA,71,0,False,m33-n19-531
m33-n19-532,33,1.5,0.5,2,5,74,V2,74,0,False,m33-n19-532
m33-n19-533,33,2.0,1.0,2,5,71,VA,71,0,False,m33-n19-533
m33-n19-534,33,2.0,1.0,2,5,74,V2,74,0,False,m33-n19-534
m33-n19-535,33,3.0,0.5,2,5,69,VA,69,0,False,m33-n19-535
m33-n19-536,33,3.5,0.5,2,5,72,VA,72,0,False,m33-n19-536
m34-n7-537,34,0.0,4.0,1,1,76,V2,76,0,False,m33-n19-523
m34-n7-538,34,0.0,4.0,1,1,88,V1,88,0,False,m33-n19-524
m34-n7-539,34,0.0,0.5,2,5,72,VA,72,0,False,m33-n19-536
m34-n7-540,34,0.5,1.0,2,5,71,VA,71,0,False,m34-n7-540
m34-n7-541,34,1.5,1.0,2,5,67,VA,67,0,False,m34-n7-541
m34-n7-542,34,2.5,1.0,2,5,69,VA,69,0,False,m34-n7-542
m34-n7-543,34,3.5,0.5,2,5,62,VA,62,0,False,m34-n7-543
m35-n19-544,35,0.0,3.0,1,1,78,VA,78,0,False,m35-n19-544
m35-n19-545,35,0.0,3.0,1,1,81,V2,81,0,False,m35-n19-545
m35-n19-546,35,0.0,3.0,1,1,90,V1,90,0,False,m35-n19-546
m35-n19-547,35,3.0,0.5,1,1,79,V2,79,0,False,m35-n19-547
m35-n19-548,35,3.0,0.5,1,1,91,V1,91,0,False,m35-n19-548
m35-n19-549,35,3.5,0.5,1,1,76,V2,76,0,False,m35-n19-549
m35-n19-550,35,3.5,0.5,1,1,88,V1,88,0,False,m35-n19-550
m35-n19-551,35,0.0,0.5,2,5,71,VA,71,0,False,m35-n19-551
m35-n19-552,35,0.0,0.5,2,5,74,V2,74,0,False,m35-n19-552
m35-n19-553,35,0.5,0.5,2,5,71,VA,71,0,False,m35-n19-553
m35-n19-554,35,0.5,0.5,2,5,74,V2,74,0,False,m35-n19-554
m35-n19-555,35,1.0,0.5,2,5,71,VA,71,0,False,m35-n19-555
m35-n19-556,35,1.0,0.5,2,5,74,V2,74,0,False,m35-n19-556
m35-n19-557,35,1.5,0.5,2,5,71,VA,71,0,False,m35-n19-557
m35-n19-558,35,1.5,0.5,2,5,74,V2,74,0,False,m35-n19-558
m35-n19-559,35,2.0,1.0,2,5,71,VA,71,0,False,m35-n19-559
m35-n19-560,35,2.0,1.0,2,5,74,V2,74,0,False,m35-n19-560
m35-n19-561,35,3.0,0.5,2,5,69,VA,69,0,False,m35-n19-561
m35-n19-562,35,3.5,0.5,2,5,71,VA,71,0,False,m35-n19-562
m36-n5-563,36,0.0,4.0,1,1,76,V2,76,0,False,m35-n19-549
m36-n5-564,36,0.0,4.0,1,1,88,V1,88,0,False,m35-n19-550
m36-n5-565,36,0.0,1.0,2,5,71,VA,71,0,False,m35-n19-562
m37-n19-566,37,0.0,3.0,1,1,78,VA,78,0,False,m37-n19-566
m37-n19-567,37,0.0,3.0,1,1,81,V2,81,0,False,m37-n19-567
m37-n19-568,37,0.0,3.0,1,1,90,V1,90,0,False,m37-n19-568
m37-n19-569,37,3.0,0.5,1,1,79,V2,79,0,False,m37-n19-569
m37-n19-570,37,3.0,0.5,1,1,91,V1,91,0,False,m37-n19-570
m37-n19-571,37,3.5,0.5,1,1,76,V2,76,0,False,m37-n19-571
m37-n19-572,37,3.5,0.5,1,1,88,V1,88,0,False,m37-n19-572
m37-n19-573,37,0.0,0.5,2,5,71,VA,71,0,False,m37-n19-573
m37-n19-574,37,0.0,0.5,2,5,74,V2,74,0,False,m37-n19-574
m37-n19-575,37,0.5,0.5,2,5,71,VA,71,0,False,m37-n19-575
m37-n19-576,37,0.5,0.5,2,5,74,V2,74,0,False,m37-n19-576
m37-n19-577,37,1.0,0.5,2,5,71,VA,71,0,False,m37-n19-577
m37-n19-578,37,1.0,0.5,2,5,74,V2,74,0,False,m37-n19-578
m37-n19-579,37,1.5,0.5,2,5,71,VA,71,0,False,m37-n19-579
m37-n19-580,37,1.5,0.5,2,5,74,V2,74,0,False,m37-n19-580
m37-n19-581,37,2.0,0.5,2,5,71,VA,71,0,False,m37-n19-581
m37-n19-582,37,2.0,0.5,2,5,74,V2,74,0,False,m37-n19-582
m37-n19-583,37,2.5,1.0,2,5,69,VA,69,0,False,m37-n19-583
m37-n19-584,37,3.5,0.5,2,5,72,VA,72,0,False,m37-n19-584
m38-n7-585,38,0.0,4.0,1,1,76,V2,76,0,False,m37-n19-571
m38-n7-586,38,0.0,4.0,1,1,88,V1,88,0,False,m37-n19-572
m38-n7-587,38,0.0,0.5,2,5,72,VA,72,0,False,m37-n19-584
m38-n7-588,38,0.5,1.0,2,5,71,VA,71,0,False,m38-n7-588
m38-n7-589,38,1.5,1.5,2,5,67,VA,67,0,False,m38-n7-589
m38-n7-590,38,3.0,0.5,2,5,64,VA,64,0,False,m38-n7-590
m38-n7-591,38,3.5,0.5,2,5,67,VA,67,0,False,m38-n7-591
m39-n15-592,39,1.5,0.5,1,1,71,V1,71,0,False,m39-n15-592
m39-n15-593,39,2.0,1.5,1,1,64,VA,64,0,False,m39-n15-593
m39-n15-594,39,2.0,1.5,1,1,67,V2,67,0,False,m39-n15-594
m39-n15-595,39,2.0,1.5,1,1,70,V1,70,0,False,m39-n15-595
m39-n15-596,39,3.5,0.5,1,1,71,V1,71,0,False,m39-n15-596
m39-n15-597,39,0.0,0.75,2,5,40,VC,40,0,False,m39-n15-597
m39-n15-598,39,0.75,0.25,2,5,47,VC,47,0,False,m39-n15-598
m39-n15-599,39,1.0,0.5,2,5,50,VC,50,0,False,m39-n15-599
m39-n15-600,39,1.5,0.5,2,5,47,VC,47,0,False,m39-n15-600
m39-n15-601,39,2.0,0.5,2,5,50,VC,50,0,False,m39-n15-601
m39-n15-602,39,2.5,0.5,2,5,47,VC,47,0,False,m39-n15-602
m39-n15-603,39,3.0,0.5,2,5,50,VC,50,0,False,m39-n15-603
m39-n15-604,39,3.5,0.5,2,5,52,VC,52,0,False,m39-n15-604
m40-n23-605,40,0.0,0.25,1,1,69,V1,69,0,False,m40-n23-605
m40-n23-606,40,0.25,0.25,1,1,67,V1,67,0,False,m40-n23-606
m40-n23-607,40,0.5,0.5,1,1,64,V1,64,0,False,m40-n23-607
m40-n23-608,40,3.0,0.5,1,1,59,V1,59,0,False,m40-n23-608
m40-n23-609,40,3.5,0.5,1,1,62,V2,62,0,False,m40-n23-609
m40-n23-610,40,3.5,0.5,1,1,69,V1,69,0,False,m40-n23-610
m40-n23-611,40,0.0,0.5,2,5,40,VC,40,0,False,m40-n23-611
m40-n23-612,40,0.5,0.25,2,5,52,VC,52,0,False,m40-n23-612
m40-n23-613,40,0.75,0.25,2,5,50,VC,50,0,False,m40-n23-613
m40-n23-614,40,1.0,0.25,2,5,52,VC,52,0,False,m40-n23-614
m40-n23-615,40,1.25,0.25,2,5,50,VC,50,0,False,m40-n23-615
m40-n23-616,40,1.5,0.25,2,5,47,VC,47,0,False,m40-n23-616
m40-n23-617,40,1.75,0.25,2,5,50,VC,50,0,False,m40-n23-617
m40-n23-618,40,2.0,0.25,2,5,52,VC,52,0,False,m40-n23-618
m40-n23-619,40,2.25,0.25,2,5,50,VC,50,0,False,m40-n23-619
m40-n23-620,40,2.5,0.25,2,5,52,VC,52,0,False,m40-n23-620
m40-n23-621,40,2.75,0.25,2,5,50,VC,50,0,False,m40-n23-621
m40-n23-622,40,3.0,0.25,2,5,52,VC,52,0,False,m40-n23-622
m40-n23-623,40,3.25,0.25,2,5,50,VC,50,0,False,m40-n23-623
m40-n23-624,40,3.5,0.25,2,5,47,VC,47,0,False,m40-n23-624
m40-n23-625,40,3.75,0.25,2,5,50,VC,50,0,False,m40-n23-625
m41-n17-626,41,0.0,0.25,1,1,64,V2,64,0,False,m41-n17-626
m41-n17-627,41,0.0,0.25,1,1,67,V1,67,0,False,m41-n17-627
m41-n17-628,41,0.25,0.25,1,1,64,V2,64,0,False,m41-n17-628
m41-n17-629,41,0.25,0.25,1,1,67,V1,67,0,False,m41-n17-629
m41-n17-630,41,0.5,0.5,1,1,64,V2,64,0,False,m41-n17-630
m41-n17-631,41,0.5,0.5,1,1,67,V1,67,0,False,m41-n17-631
m41-n17-632,41,1.0,1.0,1,1,64,V2,64,0,False,m41-n17-632
m41-n17-633,41,1.0,1.0,1,1,67,V1,67,0,False,m41-n17-633
m41-n17-634,41,0.0,0.75,2,5,40,VC,40,0,False,m41-n17-634
m41-n17-635,41,0.75,0.25,2,5,47,VC,47,0,False,m41-n17-635
m41-n17-636,41,1.0,0.5,2,5,50,VC,50,0,False,m41-n17-636
m41-n17-637,41,1.5,0.5,2,5,47,VC,47,0,False,m41-n17-637
m41-n17-638,41,2.0,0.5,2,5,50,VC,50,0,False,m41-n17-638
m41-n17-639,41,2.5,0.5,2,5,47,VC,47,0,False,m41-n17-639
m41-n17-640,41,3.0,0.5,2,5,50,VC,50,0,False,m41-n17-640
m41-n17-641,41,3.5,0.5,2,5,52,VC,52,0,False,m41-n17-641
m42-n23-642,42,1.0,0.25,1,1,64,V2,64,0,False,m42-n23-642
m42-n23-643,42,1.0,0.25,1,1,67,V1,67,0,False,m42-n23-643
m42-n23-644,42,1.25,0.25,1,1,64,V2,64,0,False,m42-n23-644
m42-n23-645,42,1.25,0.25,1,1,67,V1,67,0,False,m42-n23-645
m42-n23-646,42,1.5,0.5,1,1,64,V2,64,0,False,m42-n23-646
m42-n23-647,42,1.5,0.5,1,1,67,V1,67,0,False,m42-n23-647
m42-n23-648,42,2.0,0.5,1,1,64,V2,64,0,False,m42-n23-648
m42-n23-649,42,2.0,0.5,1,1,67,V1,67,0,False,m42-n23-649
m42-n23-650,42,2.5,0.5,1,1,64,V2,64,0,False,m42-n23-650
m42-n23-651,42,2.5,0.5,1,1,67,V1,67,0,False,m42-n23-651
m42-n23-652,42,3.0,0.5,1,1,64,V2,64,0,False,m42-n23-652
m42-n23-653,42,3.0,0.5,1,1,67,V1,67,0,False,m42-n23-653
m42-n23-654,42,3.5,0.5,1,1,62,V2,62,0,False,m42-n23-654
m42-n23-655,42,3.5,0.5,1,1,66,V1,66,0,False,m42-n23-655
m42-n23-656,42,0.0,0.75,2,5,40,VC,40,0,False,m42-n23-656
m42-n23-657,42,0.75,0.25,2,5,47,VC,47,0,False,m42-n23-657
m42-n23-658,42,1.0,0.5,2,5,50,VC,50,0,False,m42-n23-658
m42-n23-659,42,1.5,0.5,2,5,47,VC,47,0,False,m42-n23-659
m42-n23-660,42,2.0,0.5,2,5,50,VC,50,0,False,m42-n23-660
m42-n23-661,42,2.5,0.5,2,5,47,VC,47,0,False,m42-n23-661
m42-n23-662,42,3.0,0.5,2,5,50,VC,50,0,False,m42-n23-662
m42-n23-663,42,3.5,0.5,2,5,52,VC,52,0,False,m42-n23-663
m43-n15-664,43,0.0,0.5,1,1,62,V2,62,0,False,m42-n23-654
m43-n15-665,43,0.5,0.5,1,1,59,V1,59,0,False,m43-n15-665
m43-n15-666,43,1.0,0.5,1,1,59,V1,59,0,False,m43-n15-666
m43-n15-667,43,1.5,0.5,1,1,59,V1,59,0,False,m43-n15-667
m43-n15-668,43,2.0,0.5,1,1,59,V1,59,0,False,m43-n15-668
m43-n15-669,43,2.5,0.5,1,1,62,V1,62,0,False,m43-n15-669
m43-n15-670,43,0.0,0.75,2,5,35,VC,47,1,False,m43-n15-670
m43-n15-671,43,0.75,0.25,2,5,42,VC,42,0,False,m43-n15-671
m43-n15-672,43,1.0,0.5,2,5,45,VC,45,0,False,m43-n15-672
m43-n15-673,43,1.5,0.5,2,5,42,VC,42,0,False,m43-n15-673
m43-n15-674,43,2.0,0.5,2,5,45,VC,45,0,False,m43-n15-674
m43-n15-675,43,2.5,0.5,2,5,42,VC,42,0,False,m43-n15-675
m43-n15-676,43,3.0,0.5,2,5,45,VC,45,0,False,m43-n15-676
m43-n15-677,43,3.5,0.5,2,5,47,VC,47,0,False,m43-n15-677
m44-n12-678,44,3.0,0.5,1,1,64,V1,64,0,False,m44-n12-678
m44-n12-679,44,3.5,0.5,1,1,64,V1,64,0,False,m44-n12-679
m44-n12-680,44,0.0,0.75,2,5,35,VC,47,1,False,m44-n12-680
m44-n12-681,44,0.75,0.25,2,5,42,VC,42,0,False,m44-n12-681
m44-n12-682,44,1.0,0.5,2,5,45,VC,45,0,False,m44-n12-682
m44-n12-683,44,1.5,0.5,2,5,42,VC,42,0,False,m44-n12-683
m44-n12-684,44,2.0,0.5,2,5,45,VC,45,0,False,m44-n12-684
m44-n12-685,44,2.5,0.5,2,5,42,VC,42,0,False,m44-n12-685
m44-n12-686,44,3.0,0.5,2,5,45,VC,45,0,False,m44-n12-686
m44-n12-687,44,3.5,0.5,2,5,47,VC,47,0,False,m44-n12-687
m45-n15-688,45,0.0,0.5,1,1,64,V1,64,0,False,m45-n15-688
m45-n15-689,45,0.5,0.5,1,1,62,V1,62,0,False,m45-n15-689
m45-n15-690,45,1.0,0.5,1,1,59,V1,59,0,False,m45-n15-690
m45-n15-691,45,1.5,0.5,1,1,62,V1,62,0,False,m45-n15-691
m45-n15-692,45,3.0,0.5,1,1,64,V1,64,0,False,m45-n15-692
m45-n15-693,45,3.5,0.5,1,1,64,V1,64,0,False,m45-n15-693
m45-n15-694,45,0.0,0.75,2,5,33,VC,45,1,False,m45-n15-694
m45-n15-695,45,0.75,0.25,2,5,40,VC,40,0,False,m45-n15-695
m45-n15-696,45,1.0,0.5,2,5,43,VC,43,0,False,m45-n15-696
m45-n15-697,45,1.5,0.5,2,5,40,VC,40,0,False,m45-n15-697
m45-n15-698,45,2.0,0.5,2,5,43,VC,43,0,False,m45-n15-698
m45-n15-699,45,2.5,0.5,2,5,40,VC,40,0,False,m45-n15-699
m45-n15-700,45,3.0,0.5,2,5,43,VC,43,0,False,m45-n15-700
m45-n15-701,45,3.5,0.5,2,5,45,VC,45,0,False,m45-n15-701
m46-n16-702,46,0.0,0.5,1,1,64,V1,64,0,False,m46-n16-702
m46-n16-703,46,0.5,0.5,1,1,62,V1,62,0,False,m46-n16-703
m46-n16-704,46,1.0,0.5,1,1,59,V1,59,0,False,m46-n16-704
m46-n16-705,46,1.5,0.5,1,1,62,V1,62,0,False,m46-n16-705
m46-n16-706,46,2.5,0.5,1,1,59,V1,59,0,False,m46-n16-706
m46-n16-707,46,3.0,0.5,1,1,59,V1,59,0,False,m46-n16-707
m46-n16-708,46,3.5,0.5,1,1,59,V1,59,0,False,m46-n16-708
m46-n16-709,46,0.0,0.75,2,5,35,VC,47,1,False,m46-n16-709
m46-n16-710,46,0.75,0.25,2,5,42,VC,42,0,False,m46-n16-710
m46-n16-711,46,1.0,0.5,2,5,45,VC,45,0,False,m46-n16-711
m46-n16-712,46,1.5,0.5,2,5,42,VC,42,0,False,m46-n16-712
m46-n16-713,46,2.0,0.5,2,5,45,VC,45,0,False,m46-n16-713
m46-n16-714,46,2.5,0.5,2,5,42,VC,42,0,False,m46-n16-714
m46-n16-715,46,3.0,0.5,2,5,45,VC,45,0,False,m46-n16-715
m46-n16-716,46,3.5,0.5,2,5,47,VC,47,0,False,m46-n16-716
m47-n17-717,47,0.0,0.25,1,1,57,V1,57,0,False,m47-n17-717
m47-n17-718,47,0.25,0.25,1,1,55,V1,55,0,False,m47-n17-718
m47-n17-719,47,0.5,0.5,1,1,52,V1,64,1,False,m47-n17-719
m47-n17-720,47,1.5,0.5,1,1,71,V1,71,0,False,m47-n17-720
m47-n17-721,47,2.0,1.5,1,1,64,VA,64,0,False,m47-n17-721
m47-n17-722,47,2.0,1.5,1,1,67,V2,67,0,False,m47-n17-722
m47-n17-723,47,2.0,1.5,1,1,70,V1,70,0,False,m47-n17-723
m47-n17-724,47,3.5,0.5,1,1,71,V1,71,0,False,m47-n17-724
m47-n17-725,47,0.0,0.75,2,5,40,VC,40,0,False,m47-n17-725
m47-n17-726,47,0.75,0.25,2,5,47,VC,47,0,False,m47-n17-726
m47-n17-727,47,1.0,0.5,2,5,50,VC,50,0,False,m47-n17-727
m47-n17-728,47,1.5,0.5,2,5,47,VC,47,0,False,m47-n17-728
m47-n17-729,47,2.0,0.5,2,5,50,VC,50,0,False,m47-n17-729
m47-n17-730,47,2.5,0.5,2,5,47,VC,47,0,False,m47-n17-730
m47-n17-731,47,3.0,0.5,2,5,50,VC,50,0,False,m47-n17-731
m47-n17-732,47,3.5,0.5,2,5,52,VC,52,0,False,m47-n17-732
m48-n22-733,48,0.0,0.25,1,1,69,V1,69,0,False,m48-n22-733
m48-n22-734,48,0.25,0.25,1,1,67,V1,67,0,False,m48-n22-734
m48-n22-735,48,0.5,0.5,1,1,64,V1,64,0,False,m48-n22-735
m48-n22-736,48,3.0,0.5,1,1,59,V1,59,0,False,m48-n22-736
m48-n22-737,48,3.5,0.5,1,1,62,V1,62,0,False,m48-n22-737
m48-n22-738,48,0.0,0.5,2,5,40,VC,40,0,False,m48-n22-738
m48-n22-739,48,0.5,0.25,2,5,52,VC,52,0,False,m48-n22-739
m48-n22-740,48,0.75,0.25,2,5,50,VC,50,0,False,m48-n22-740
m48-n22-741,48,1.0,0.25,2,5,52,VC,52,0,False,m48-n22-741
m48-n22-742,48,1.25,0.25,2,5,50,VC,50,0,False,m48-n22-742
m48-n22-743,48,1.5,0.25,2,5,47,VC,47,0,False,m48-n22-743
m48-n22-744,48,1.75,0.25,2,5,50,VC,50,0,False,m48-n22-744
m48-n22-745,48,2.0,0.25,2,5,52,VC,52,0,False,m48-n22-745
m48-n22-746,48,2.25,0.25,2,5,50,VC,50,0,False,m48-n22-746
m48-n22-747,48,2.5,0.25,2,5,52,VC,52,0,False,m48-n22-747
m48-n22-748,48,2.75,0.25,2,5,50,VC,50,0,False,m48-n22-748
m48-n22-749,48,3.0,0.25,2,5,52,VC,52,0,False,m48-n22-749
m48-n22-750,48,3.25,0.25,2,5,50,VC,50,0,False,m48-n22-750
m48-n22-751,48,3.5,0.25,2,5,47,VC,47,0,False,m48-n22-751
m48-n22-752,48,3.75,0.25,2,5,50,VC,50,0,False,m48-n22-752
m49-n17-753,49,0.0,0.5,1,1,64,V1,64,0,False,m49-n17-753
m49-n17-754,49,0.5,0.5,1,1,64,V1,64,0,False,m49-n17-754
m49-n17-755,49,1.0,0.5,1,1,62,V1,62,0,False,m49-n17-755
m49-n17-756,49,1.5,0.5,1,1,64,V1,64,0,False,m49-n17-756
m49-n17-757,49,3.0,1.0,1,1,64,VA,64,0,False,m49-n17-757
m49-n17-758,49,3.0,1.0,1,1,67,VA,67,0,False,m49-n17-758
m49-n17-759,49,3.0,1.0,1,1,71,V2,71,0,False,m49-n17-759
m49-n17-760,49,3.0,1.0,1,1,76,V1,76,0,False,m49-n17-760
m49-n17-761,49,0.0,0.75,2,5,40,VC,40,0,False,m49-n17-761
m49-n17-762,49,0.75,0.25,2,5,47,VC,47,0,False,m49-n17-762
m49-n17-763,49,1.0,0.5,2,5,50,VC,50,0,False,m49-n17-763
m49-n17-764,49,1.5,0.5,2,5,47,VC,47,0,False,m49-n17-764
m49-n17-765,49,2.0,0.5,2,5,50,VC,50,0,False,m49-n17-765
m49-n17-766,49,2.5,0.5,2,5,47,VC,47,0,False,m49-n17-766
m49-n17-767,49,3.0,0.5,2,5,50,VC,50,0,False,m49-n17-767
m49-n17-768,49,3.5,0.5,2,5,52,VC,52,0,False,m49-n17-768
m50-n15-769,50,1.0,0.5,1,1,59,V1,59,0,False,m50-n15-769
m50-n15-770,50,1.5,0.5,1,1,62,V1,62,0,False,m50-n15-770
m50-n15-771,50,2.0,0.5,1,1,64,V1,64,0,False,m50-n15-771
m50-n15-772,50,2.5,0.5,1,1,64,V1,64,0,False,m50-n15-772
m50-n15-773,50,3.0,0.5,1,1,64,V1,64,0,False,m50-n15-773
m50-n15-774,50,3.5,0.5,1,1,64,V1,64,0,False,m50-n15-774
